ENSG00000108511	HOXB6	ENSP00000420009	ENSDARG00000010630	hoxb6a	ENSDARP00000002263
ENSG00000103005	USB1	ENSP00000219281	ENSDARG00000003841	usb1	ENSDARP00000002264
ENSG00000182944	EWSR1	ENSP00000400142	ENSDARG00000020465	ewsr1b	ENSDARP00000002269
ENSG00000135547	HEY2	ENSP00000357348	ENSDARG00000013441	hey2	ENSDARP00000002357
ENSG00000178093	TSSK6	ENSP00000466056	ENSDARG00000017994	tssk6	ENSDARP00000002367
ENSG00000175467	SART1	ENSP00000310448	ENSDARG00000005945	sart1	ENSDARP00000002453
ENSG00000135535	CD164	ENSP00000309376	ENSDARG00000013628	cd164	ENSDARP00000002468
ENSG00000166140	ZFYVE19	ENSP00000347498	ENSDARG00000003642	zfyve19	ENSDARP00000002470
ENSG00000187555	USP7	ENSP00000501290	ENSDARG00000073710	usp7	ENSDARP00000002502
ENSG00000112210	RAB23	ENSP00000320413	ENSDARG00000004151	rab23	ENSDARP00000002531
ENSG00000171320	ESCO2	ENSP00000306999	ENSDARG00000014685	esco2	ENSDARP00000002535
ENSG00000019582	CD74	ENSP00000009530	ENSDARG00000009087	cd74a	ENSDARP00000002547
ENSG00000166847	DCTN5	ENSP00000300087	ENSDARG00000003573	dctn5	ENSDARP00000002605
ENSG00000121481	RNF2	ENSP00000356480	ENSDARG00000010381	rnf2	ENSDARP00000002609
ENSG00000173612	GPRC6A	ENSP00000309493	ENSDARG00000005371	gprc6a	ENSDARP00000002697
ENSG00000006534	ALDH3B1	ENSP00000478486	ENSDARG00000013839	aldh3b1	ENSDARP00000002746
ENSG00000116096	SPR	ENSP00000234454	ENSDARG00000004406	spra	ENSDARP00000002775
ENSG00000054796	SPO11	ENSP00000360310	ENSDARG00000013837	spo11	ENSDARP00000002837
ENSG00000101444	AHCY	ENSP00000217426	ENSDARG00000005191	ahcy	ENSDARP00000002844
ENSG00000111786	SRSF9	ENSP00000229390	ENSDARG00000008097	srsf9	ENSDARP00000002874
ENSG00000124766	SOX4	ENSP00000244745	ENSDARG00000004588	sox4a	ENSDARP00000002932
ENSG00000117525	F3	ENSP00000334145	ENSDARG00000005673	f3b	ENSDARP00000002953
ENSG00000139624	CERS5	ENSP00000325485	ENSDARG00000002365	cers5	ENSDARP00000002973
ENSG00000053372	MRTO4	ENSP00000364320	ENSDARG00000007130	mrto4	ENSDARP00000002982
ENSG00000171703	TCEA2	ENSP00000343515	ENSDARG00000012927	tcea2	ENSDARP00000002994
ENSG00000084628	NKAIN1	ENSP00000362841	ENSDARG00000006859	nkain1	ENSDARP00000003013
ENSG00000164346	NSA2	ENSP00000483484	ENSDARG00000007708	nsa2	ENSDARP00000003036
ENSG00000183161	FANCF	ENSP00000330875	ENSDARG00000019250	fancf	ENSDARP00000003084
ENSG00000107807	TLX1	ENSP00000359215	ENSDARG00000003965	tlx1	ENSDARP00000003103
ENSG00000135624	CCT7	ENSP00000258091	ENSDARG00000007385	cct7	ENSDARP00000003107
ENSG00000125965	GDF5	ENSP00000363489	ENSDARG00000002760	gdf5	ENSDARP00000003126
ENSG00000085415	SEH1L	ENSP00000382779	ENSDARG00000004280	seh1l	ENSDARP00000003173
ENSG00000128045	RASL11B	ENSP00000248706	ENSDARG00000015611	rasl11b	ENSDARP00000003188
ENSG00000119004	CYP20A1	ENSP00000407860	ENSDARG00000006040	cyp20a1	ENSDARP00000003222
ENSG00000163586	FABP1	ENSP00000295834	ENSDARG00000019357	fabp1a	ENSDARP00000003282
ENSG00000092871	RFFL	ENSP00000378096	ENSDARG00000042833	rffl	ENSDARP00000003302
ENSG00000160058	BSDC1	ENSP00000344816	ENSDARG00000052623	bsdc1	ENSDARP00000003318
ENSG00000132635	PCED1A	ENSP00000353868	ENSDARG00000002685	fam113	ENSDARP00000003320
ENSG00000117751	PPP1R8	ENSP00000311677	ENSDARG00000007186	ppp1r8a	ENSDARP00000003344
ENSG00000173207	CKS1B	ENSP00000311083	ENSDARG00000007971	cks1b	ENSDARP00000003357
ENSG00000165449	SLC16A9	ENSP00000378757	ENSDARG00000013926	slc16a9a	ENSDARP00000003362
ENSG00000103021	CCDC113	ENSP00000219299	ENSDARG00000006981	ccdc113	ENSDARP00000003379
ENSG00000241837	ATP5PO	ENSP00000290299	ENSDARG00000001788	atp5po	ENSDARP00000003389
ENSG00000151689	INPP1	ENSP00000325423	ENSDARG00000002897	si:ch211-160o17.2	ENSDARP00000003433
ENSG00000106524	ANKMY2	ENSP00000303570	ENSDARG00000005948	ankmy2a	ENSDARP00000003452
ENSG00000131732	ZCCHC9	ENSP00000254037	ENSDARG00000007531	zcchc9	ENSDARP00000003488
ENSG00000164045	CDC25A	ENSP00000303706	ENSDARG00000010792	cdc25b	ENSDARP00000003494
ENSG00000115392	FANCL	ENSP00000512562	ENSDARG00000007885	fancl	ENSDARP00000003498
ENSG00000180667	YOD1	ENSP00000326813	ENSDARG00000008542	yod1	ENSDARP00000003565
ENSG00000104388	RAB2A	ENSP00000262646	ENSDARG00000020261	rab2a	ENSDARP00000003571
ENSG00000173581	CCDC106	ENSP00000309681	ENSDARG00000004211	ccdc106a	ENSDARP00000003598
ENSG00000164109	MAD2L1	ENSP00000296509	ENSDARG00000004713	mad2l1	ENSDARP00000003616
ENSG00000123600	METTL8	ENSP00000364407	ENSDARG00000017359	mettl8	ENSDARP00000003665
ENSG00000177889	UBE2N	ENSP00000316176	ENSDARG00000008748	ube2na	ENSDARP00000003705
ENSG00000198585	NUDT16	ENSP00000422375	ENSDARG00000019503	zgc:103759	ENSDARP00000003749
ENSG00000099917	MED15	ENSP00000263205	ENSDARG00000014292	med15	ENSDARP00000003782
ENSG00000087302	RTRAF	ENSP00000261700	ENSDARG00000009253	rtraf	ENSDARP00000003814
ENSG00000185238	PRMT3	ENSP00000331879	ENSDARG00000019791	prmt3	ENSDARP00000003829
ENSG00000132837	DMGDH	ENSP00000255189	ENSDARG00000025703	dmgdh	ENSDARP00000003841
ENSG00000104897	SF3A2	ENSP00000221494	ENSDARG00000021107	sf3a2	ENSDARP00000003884
ENSG00000130204	TOMM40	ENSP00000385184	ENSDARG00000092112	tomm40	ENSDARP00000003894
ENSG00000174238	PITPNA	ENSP00000316809	ENSDARG00000044091	pitpnab	ENSDARP00000003956
ENSG00000069329	VPS35	ENSP00000299138	ENSDARG00000008224	vps35	ENSDARP00000003960
ENSG00000176102	CSTF3	ENSP00000431355	ENSDARG00000018904	cstf3	ENSDARP00000003969
ENSG00000065615	CYB5R4	ENSP00000358695	ENSDARG00000020898	cyb5r4	ENSDARP00000003991
ENSG00000142102	PGGHG	ENSP00000387099	ENSDARG00000014311	pgghg	ENSDARP00000004006
ENSG00000168496	FEN1	ENSP00000305480	ENSDARG00000011404	fen1	ENSDARP00000004016
ENSG00000105784	RUNDC3B	ENSP00000337732	ENSDARG00000009961	rundc3b	ENSDARP00000004018
ENSG00000086589	RBM22	ENSP00000199814	ENSDARG00000010238	rbm22	ENSDARP00000004055
ENSG00000113621	TXNDC15	ENSP00000351157	ENSDARG00000110357	txndc15	ENSDARP00000004133
ENSG00000157064	NMNAT2	ENSP00000287713	ENSDARG00000004580	nmnat2	ENSDARP00000004144
ENSG00000062716	VMP1	ENSP00000262291	ENSDARG00000012450	vmp1	ENSDARP00000004153
ENSG00000139921	TMX1	ENSP00000393316	ENSDARG00000019487	tmx1	ENSDARP00000004160
ENSG00000100612	DHRS7	ENSP00000450899	ENSDARG00000003444	dhrs7	ENSDARP00000004163
ENSG00000101474	APMAP	ENSP00000217456	ENSDARG00000017422	apmap	ENSDARP00000004202
ENSG00000184840	TMED9	ENSP00000330945	ENSDARG00000004261	tmed9	ENSDARP00000004205
ENSG00000171843	MLLT3	ENSP00000369695	ENSDARG00000006754	mllt3	ENSDARP00000004230
ENSG00000183283	DAZAP2	ENSP00000448051	ENSDARG00000007867	dazap2	ENSDARP00000004236
ENSG00000162639	HENMT1	ENSP00000359048	ENSDARG00000018871	henmt1	ENSDARP00000004251
ENSG00000120075	HOXB5	ENSP00000239151	ENSDARG00000013057	hoxb5a	ENSDARP00000004270
ENSG00000182544	MFSD5	ENSP00000442688	ENSDARG00000015997	mfsd5	ENSDARP00000004281
ENSG00000092036	HAUS4	ENSP00000206474	ENSDARG00000016594	haus4	ENSDARP00000004325
ENSG00000138442	WDR12	ENSP00000261015	ENSDARG00000003287	wdr12	ENSDARP00000004327
ENSG00000173145	NOC3L	ENSP00000360412	ENSDARG00000002487	noc3l	ENSDARP00000004350
ENSG00000105135	ILVBL	ENSP00000263383	ENSDARG00000017126	ilvbl	ENSDARP00000004404
ENSG00000138764	CCNG2	ENSP00000315743	ENSDARG00000017602	ccng2	ENSDARP00000004469
ENSG00000158201	ABHD3	ENSP00000289119	ENSDARG00000018809	abhd3	ENSDARP00000004474
ENSG00000082213	C5orf22	ENSP00000326879	ENSDARG00000011723	C2H5orf22	ENSDARP00000004506
ENSG00000010626	LRRC23	ENSP00000007969	ENSDARG00000006174	lrrc23	ENSDARP00000004624
ENSG00000178127	NDUFV2	ENSP00000382908	ENSDARG00000013044	ndufv2	ENSDARP00000004700
ENSG00000130414	NDUFA10	ENSP00000302321	ENSDARG00000013333	ndufa10	ENSDARP00000004708
ENSG00000163468	CCT3	ENSP00000295688	ENSDARG00000016173	cct3	ENSDARP00000004738
ENSG00000156469	MTERF3	ENSP00000287025	ENSDARG00000003207	mterf3	ENSDARP00000004826
ENSG00000178033	CALHM5	ENSP00000357588	ENSDARG00000012726	calhm5.2	ENSDARP00000004827
ENSG00000128923	MINDY2	ENSP00000452885	ENSDARG00000017431	mindy2	ENSDARP00000004845
ENSG00000057657	PRDM1	ENSP00000498029	ENSDARG00000002445	prdm1a	ENSDARP00000004889
ENSG00000075856	SART3	ENSP00000228284	ENSDARG00000008032	sart3	ENSDARP00000004923
ENSG00000115946	PNO1	ENSP00000263657	ENSDARG00000008502	pno1	ENSDARP00000004926
ENSG00000135766	EGLN1	ENSP00000355601	ENSDARG00000004632	egln1b	ENSDARP00000005048
ENSG00000182134	TDRKH	ENSP00000357819	ENSDARG00000053474	tdrkh	ENSDARP00000005097
ENSG00000174306	ZHX3	ENSP00000443783	ENSDARG00000019774	zhx3	ENSDARP00000005108
ENSG00000005073	HOXA11	ENSP00000006015	ENSDARG00000007009	hoxa11b	ENSDARP00000005174
ENSG00000081985	IL12RB2	ENSP00000262345	ENSDARG00000052157	il12rb2	ENSDARP00000005204
ENSG00000274070	CASTOR2	ENSP00000484732	ENSDARG00000018985	castor2	ENSDARP00000005214
ENSG00000160563	MED27	ENSP00000498604	ENSDARG00000009681	med27	ENSDARP00000005238
ENSG00000123737	EXOSC9	ENSP00000368984	ENSDARG00000006392	exosc9	ENSDARP00000005262
ENSG00000058799	YIPF1	ENSP00000432266	ENSDARG00000014474	yipf1	ENSDARP00000005280
ENSG00000196839	ADA	ENSP00000512375	ENSDARG00000003113	ada	ENSDARP00000005284
ENSG00000143768	LEFTY2	ENSP00000355785	ENSDARG00000019920	lft1	ENSDARP00000005312
ENSG00000164494	PDSS2	ENSP00000358033	ENSDARG00000012563	pdss2	ENSDARP00000005394
ENSG00000130119	GNL3L	ENSP00000501411	ENSDARG00000020595	gnl3l	ENSDARP00000005405
ENSG00000174106	LEMD3	ENSP00000308369	ENSDARG00000015824	lemd3	ENSDARP00000005474
ENSG00000100294	MCAT	ENSP00000290429	ENSDARG00000016613	mcat	ENSDARP00000005503
ENSG00000137288	UQCC2	ENSP00000363348	ENSDARG00000011272	uqcc2	ENSDARP00000005533
ENSG00000131467	PSME3	ENSP00000293362	ENSDARG00000012234	psme3	ENSDARP00000005578
ENSG00000275895		ENSP00000485022	ENSDARG00000015325	u2af1	ENSDARP00000005582
ENSG00000147894	C9orf72	ENSP00000494872	ENSDARG00000011837	C13H9orf72	ENSDARP00000005597
ENSG00000100321	SYNGR1	ENSP00000332287	ENSDARG00000002564	syngr1a	ENSDARP00000005611
ENSG00000154723	ATP5PF	ENSP00000382971	ENSDARG00000014313	atp5pf	ENSDARP00000005644
ENSG00000135925	WNT10A	ENSP00000258411	ENSDARG00000017155	wnt10a	ENSDARP00000005680
ENSG00000156958	GALK2	ENSP00000453129	ENSDARG00000004059	galk2	ENSDARP00000005687
ENSG00000130254	SAFB2	ENSP00000252542	ENSDARG00000020467	safb	ENSDARP00000005702
ENSG00000131373	HACL1	ENSP00000323811	ENSDARG00000020529	hacl1	ENSDARP00000005715
ENSG00000111790	FGFR1OP2	ENSP00000229395	ENSDARG00000009657	fgfr1op2	ENSDARP00000005747
ENSG00000172809	RPL38	ENSP00000390279	ENSDARG00000006413	rpl38	ENSDARP00000005837
ENSG00000109101	FOXN1	ENSP00000464645	ENSDARG00000011879	foxn1	ENSDARP00000005855
ENSG00000064490	RFXANK	ENSP00000305071	ENSDARG00000016730	rfxank	ENSDARP00000005892
ENSG00000137265	IRF4	ENSP00000370343	ENSDARG00000006560	irf4a	ENSDARP00000005897
ENSG00000013306	SLC25A39	ENSP00000366299	ENSDARG00000007449	slc25a39	ENSDARP00000005911
ENSG00000075089	ACTR6	ENSP00000188312	ENSDARG00000021370	actr6	ENSDARP00000005947
ENSG00000141380	SS18	ENSP00000414516	ENSDARG00000002970	ss18	ENSDARP00000005954
ENSG00000109046	WSB1	ENSP00000262394	ENSDARG00000021343	wsb1	ENSDARP00000005989
ENSG00000198765	SYCP1	ENSP00000358535	ENSDARG00000003904	sycp1	ENSDARP00000006089
ENSG00000068697	LAPTM4A	ENSP00000175091	ENSDARG00000006397	laptm4a	ENSDARP00000006123
ENSG00000167770	OTUB1	ENSP00000440211	ENSDARG00000011462	otub1b	ENSDARP00000006133
ENSG00000188343	CIBAR1	ENSP00000429367	ENSDARG00000004436	fam92a1	ENSDARP00000006153
ENSG00000164111	ANXA5	ENSP00000296511	ENSDARG00000016470	anxa5b	ENSDARP00000006207
ENSG00000109680	TBC1D19	ENSP00000264866	ENSDARG00000013842	tbc1d19	ENSDARP00000006223
ENSG00000221926	TRIM16	ENSP00000463188	ENSDARG00000010673	trim16	ENSDARP00000006227
ENSG00000100902	PSMA6	ENSP00000452603	ENSDARG00000019398	psma6a	ENSDARP00000006320
ENSG00000135750	KCNK1	ENSP00000355580	ENSDARG00000017254	kcnk1b	ENSDARP00000006324
ENSG00000101935	AMMECR1	ENSP00000262844	ENSDARG00000012892	ammecr1	ENSDARP00000006365
ENSG00000186364	NUDT17	ENSP00000334437	ENSDARG00000008014	nudt17	ENSDARP00000006375
ENSG00000104412	EMC2	ENSP00000220853	ENSDARG00000003308	emc2	ENSDARP00000006378
ENSG00000182400	TRAPPC6B	ENSP00000330289	ENSDARG00000016463	trappc6b	ENSDARP00000006381
ENSG00000154611	PSMA8	ENSP00000311121	ENSDARG00000010965	psma8	ENSDARP00000006445
ENSG00000161981	SNRNP25	ENSP00000372482	ENSDARG00000020363	snrnp25	ENSDARP00000006492
ENSG00000164347	GFM2	ENSP00000296805	ENSDARG00000005561	gfm2	ENSDARP00000006504
ENSG00000125871	MGME1	ENSP00000366939	ENSDARG00000016656	mgme1	ENSDARP00000006549
ENSG00000165055	METTL2B	ENSP00000262432	ENSDARG00000008105	mettl2a	ENSDARP00000006586
ENSG00000198242	RPL23A	ENSP00000378396	ENSDARG00000006316	rpl23a	ENSDARP00000006624
ENSG00000025796	SEC63	ENSP00000357998	ENSDARG00000017740	sec63	ENSDARP00000006629
ENSG00000176953	NFATC2IP	ENSP00000324792	ENSDARG00000011360	nfatc2ip	ENSDARP00000006646
ENSG00000119707	RBM25	ENSP00000261973	ENSDARG00000006395	rbm25b	ENSDARP00000006694
ENSG00000109445	ZNF330	ENSP00000262990	ENSDARG00000020494	znf330	ENSDARP00000006732
ENSG00000165410	CFL2	ENSP00000298159	ENSDARG00000014106	cfl2	ENSDARP00000006783
ENSG00000159388	BTG2	ENSP00000433553	ENSDARG00000020298	btg2	ENSDARP00000006800
ENSG00000078053	AMPH	ENSP00000348602	ENSDARG00000007663	amph	ENSDARP00000006811
ENSG00000115128	SF3B6	ENSP00000233468	ENSDARG00000009753	sf3b6	ENSDARP00000006812
ENSG00000254986	DPP3	ENSP00000435284	ENSDARG00000020676	dpp3	ENSDARP00000006875
ENSG00000138160	KIF11	ENSP00000260731	ENSDARG00000010948	kif11	ENSDARP00000006884
ENSG00000121775	TMEM39B	ENSP00000338165	ENSDARG00000018956	tmem39b	ENSDARP00000006893
ENSG00000125398	SOX9	ENSP00000245479	ENSDARG00000003293	sox9a	ENSDARP00000006945
ENSG00000087365	SF3B2	ENSP00000318861	ENSDARG00000018049	sf3b2	ENSDARP00000007002
ENSG00000064545	TMEM161A	ENSP00000162044	ENSDARG00000012790	tmem161a	ENSDARP00000007148
ENSG00000130956	HABP4	ENSP00000364398	ENSDARG00000025174	zgc:103482	ENSDARP00000007173
ENSG00000259494	MRPL46	ENSP00000312311	ENSDARG00000016307	mrpl46	ENSDARP00000007227
ENSG00000085999	RAD54L	ENSP00000396113	ENSDARG00000018623	rad54l	ENSDARP00000007237
ENSG00000072778	ACADVL	ENSP00000438689	ENSDARG00000016687	acadvl	ENSDARP00000007240
ENSG00000187857	OR6C75	ENSP00000493430	ENSDARG00000013014	or101-1	ENSDARP00000007305
ENSG00000005469	CROT	ENSP00000413575	ENSDARG00000040352	crot	ENSDARP00000007394
ENSG00000099860	GADD45B	ENSP00000467490	ENSDARG00000013576	gadd45bb	ENSDARP00000007424
ENSG00000076053	RBM7	ENSP00000364639	ENSDARG00000020841	rbm7	ENSDARP00000007431
ENSG00000135845	PIGC	ENSP00000356701	ENSDARG00000009113	pigc	ENSDARP00000007438
ENSG00000131143	COX4I1	ENSP00000457513	ENSDARG00000032970	cox4i1	ENSDARP00000007446
ENSG00000096093	EFHC1	ENSP00000490441	ENSDARG00000009743	efhc1	ENSDARP00000007503
ENSG00000143387	CTSK	ENSP00000405083	ENSDARG00000040251	ctsk	ENSDARP00000007535
ENSG00000112624	BICRAL	ENSP00000313933	ENSDARG00000016089	bicral	ENSDARP00000007564
ENSG00000123810	B9D2	ENSP00000501911	ENSDARG00000017385	b9d2	ENSDARP00000007567
ENSG00000124713	GNMT	ENSP00000361894	ENSDARG00000006840	gnmt	ENSDARP00000007584
ENSG00000183722	LHFPL6	ENSP00000496801	ENSDARG00000004363	lhfpl6	ENSDARP00000007599
ENSG00000130826	DKC1	ENSP00000358563	ENSDARG00000016484	dkc1	ENSDARP00000007628
ENSG00000118432	CNR1	ENSP00000446819	ENSDARG00000009020	cnr1	ENSDARP00000007647
ENSG00000128610	FEZF1	ENSP00000411145	ENSDARG00000010270	fezf1	ENSDARP00000007655
ENSG00000113569	NUP155	ENSP00000231498	ENSDARG00000001777	nup155	ENSDARP00000007708
ENSG00000160917	CPSF4	ENSP00000292476	ENSDARG00000020217	cpsf4	ENSDARP00000007713
ENSG00000167283	ATP5MG	ENSP00000300688	ENSDARG00000011841	atp5l	ENSDARP00000007716
ENSG00000139180	NDUFA9	ENSP00000266544	ENSDARG00000070723	ndufa9a	ENSDARP00000007735
ENSG00000135678	CPM	ENSP00000448517	ENSDARG00000011769	cpm	ENSDARP00000007770
ENSG00000135205	CCDC146	ENSP00000285871	ENSDARG00000004794	ccdc146	ENSDARP00000007809
ENSG00000116120	FARSB	ENSP00000281828	ENSDARG00000016864	farsb	ENSDARP00000007817
ENSG00000100528	CNIH1	ENSP00000451852	ENSDARG00000020311	cnih1	ENSDARP00000007824
ENSG00000125798	FOXA2	ENSP00000400341	ENSDARG00000003411	foxa2	ENSDARP00000007827
ENSG00000157916	RER1	ENSP00000475168	ENSDARG00000012747	rer1	ENSDARP00000007832
ENSG00000119943	PYROXD2	ENSP00000359607	ENSDARG00000014101	pyroxd2	ENSDARP00000007840
ENSG00000152192	POU4F1	ENSP00000366413	ENSDARG00000005559	pou4f1	ENSDARP00000007850
ENSG00000158457	TSPAN33	ENSP00000483872	ENSDARG00000004497	tspan33a	ENSDARP00000007865
ENSG00000131748	STARD3	ENSP00000463613	ENSDARG00000017809	stard3	ENSDARP00000007948
ENSG00000115364	MRPL19	ENSP00000377486	ENSDARG00000011885	mrpl19	ENSDARP00000008022
ENSG00000258839	MC1R	ENSP00000451760	ENSDARG00000020237	mc1r	ENSDARP00000008075
ENSG00000112137	PHACTR1	ENSP00000502172	ENSDARG00000023916	phactr1	ENSDARP00000008140
ENSG00000171561	OR2AT4	ENSP00000493299	ENSDARG00000094080	or103-1	ENSDARP00000008206
ENSG00000105669	COPE	ENSP00000469035	ENSDARG00000018562	cope	ENSDARP00000008262
ENSG00000124171	PARD6B	ENSP00000360672	ENSDARG00000003865	pard6b	ENSDARP00000008287
ENSG00000120868	APAF1	ENSP00000448165	ENSDARG00000021239	apaf1	ENSDARP00000008347
ENSG00000083937	CHMP2B	ENSP00000480032	ENSDARG00000002190	chmp2bb	ENSDARP00000008354
ENSG00000143799	PARP1	ENSP00000355759	ENSDARG00000019529	parp1	ENSDARP00000008364
ENSG00000101346	POFUT1	ENSP00000364902	ENSDARG00000008953	pofut1	ENSDARP00000008366
ENSG00000164117	FBXO8	ENSP00000377280	ENSDARG00000007477	fbxo8	ENSDARP00000008391
ENSG00000108591	DRG2	ENSP00000225729	ENSDARG00000006642	drg2	ENSDARP00000008399
ENSG00000127580	WDR24	ENSP00000248142	ENSDARG00000025507	wdr24	ENSDARP00000008451
ENSG00000023697	DERA	ENSP00000416583	ENSDARG00000005897	dera	ENSDARP00000008455
ENSG00000182742	HOXB4	ENSP00000328928	ENSDARG00000013533	hoxb4a	ENSDARP00000008458
ENSG00000164404	GDF9	ENSP00000509893	ENSDARG00000003229	gdf9	ENSDARP00000008475
ENSG00000151092	NGLY1	ENSP00000280700	ENSDARG00000003205	ngly1	ENSDARP00000008500
ENSG00000213380	COG8	ENSP00000305459	ENSDARG00000002798	cog8	ENSDARP00000008507
ENSG00000079785	DDX1	ENSP00000370745	ENSDARG00000032117	ddx1	ENSDARP00000008636
ENSG00000143493	INTS7	ENSP00000355961	ENSDARG00000019300	ints7	ENSDARP00000008647
ENSG00000122122	SASH3	ENSP00000349359	ENSDARG00000016541	sash3	ENSDARP00000008665
ENSG00000134987	WDR36	ENSP00000424628	ENSDARG00000004774	wdr36	ENSDARP00000008668
ENSG00000115207	GTF3C2	ENSP00000352536	ENSDARG00000004574	gtf3c2	ENSDARP00000008672
ENSG00000143753	DEGS1	ENSP00000316476	ENSDARG00000007347	degs1	ENSDARP00000008702
ENSG00000106305	AIMP2	ENSP00000223029	ENSDARG00000018903	aimp2	ENSDARP00000008898
ENSG00000188833	ENTPD8	ENSP00000360561	ENSDARG00000005565	entpd8	ENSDARP00000008913
ENSG00000116171	SCP2	ENSP00000360569	ENSDARG00000012194	scp2a	ENSDARP00000009052
ENSG00000166272	WBP1L	ENSP00000414721	ENSDARG00000013245	wbp1la	ENSDARP00000009087
ENSG00000196305	IARS1	ENSP00000406448	ENSDARG00000007955	iars1	ENSDARP00000009149
ENSG00000160606	TLCD1	ENSP00000292090	ENSDARG00000002391	tlcd1	ENSDARP00000009170
ENSG00000113141	IK	ENSP00000396301	ENSDARG00000004161	ik	ENSDARP00000009186
ENSG00000102178	UBL4A	ENSP00000358667	ENSDARG00000007359	UBL4A	ENSDARP00000009190
ENSG00000006007	GDE1	ENSP00000261386	ENSDARG00000055108	gde1	ENSDARP00000009194
ENSG00000111206	FOXM1	ENSP00000342307	ENSDARG00000003200	foxm1	ENSDARP00000009248
ENSG00000125651	GTF2F1	ENSP00000377969	ENSDARG00000032129	gtf2f1	ENSDARP00000009277
ENSG00000142544	CTU1	ENSP00000390011	ENSDARG00000020986	ctu1	ENSDARP00000009303
ENSG00000118492	ADGB	ENSP00000381036	ENSDARG00000005595	adgb	ENSDARP00000009325
ENSG00000118217	ATF6	ENSP00000506139	ENSDARG00000012656	atf6	ENSDARP00000009333
ENSG00000104442	ARMC1	ENSP00000276569	ENSDARG00000013861	armc1	ENSDARP00000009420
ENSG00000126226	PCID2	ENSP00000246505	ENSDARG00000013802	pcid2	ENSDARP00000009441
ENSG00000145817	YIPF5	ENSP00000274496	ENSDARG00000007279	yipf5	ENSDARP00000009453
ENSG00000121310	ECHDC2	ENSP00000360577	ENSDARG00000016607	echdc2	ENSDARP00000009555
ENSG00000143486	EIF2D	ENSP00000271764	ENSDARG00000012929	eif2d	ENSDARP00000009582
ENSG00000183775	KCTD16	ENSP00000424151	ENSDARG00000020102	kctd16b	ENSDARP00000009601
ENSG00000144891	AGTR1	ENSP00000419422	ENSDARG00000018616	agtr1a	ENSDARP00000009604
ENSG00000076043	REXO2	ENSP00000265881	ENSDARG00000009806	smfn	ENSDARP00000009619
ENSG00000119537	KDSR	ENSP00000494352	ENSDARG00000012021	kdsr	ENSDARP00000009670
ENSG00000166860	ZBTB39	ENSP00000300101	ENSDARG00000019265	zbtb39	ENSDARP00000009683
ENSG00000129152	MYOD1	ENSP00000250003	ENSDARG00000030110	myod1	ENSDARP00000009713
ENSG00000148841	ITPRIP	ENSP00000337178	ENSDARG00000015576	itprip	ENSDARP00000009775
